"SalesOrderID","SalesOrderDetailID","OrderQty","ProductID","UnitPrice","UnitPriceDiscount","LineTotal","rowguid","ModifiedDate"
"71782","110703","6","881","32.3940","0.0000","194.364000","87172507-65EE-414F-A162-1BC35F7AFF1F","2008-06-01 00:00:00"
"71782","110704","4","883","32.3940","0.0000","129.576000","A62B4EA2-985B-4C65-91D2-94E57A3B1A50","2008-06-01 00:00:00"
"71782","110705","1","859","14.6940","0.0000","14.694000","84402784-60D8-4A3B-B982-97661B060511","2008-06-01 00:00:00"
"71782","110706","4","865","38.1000","0.0000","152.400000","2FDE7943-7F34-42E3-A6F6-D8D8BA64103E","2008-06-01 00:00:00"
"71782","110707","9","880","32.9940","0.0000","296.946000","BC88C745-58EB-4681-9381-68FEF23D9334","2008-06-01 00:00:00"
"71782","110708","6","711","20.9940","0.0000","125.964000","C4DF556D-3A50-4E6D-BA45-4AD9C58CB4D5","2008-06-01 00:00:00"
"71782","110709","3","707","20.9940","0.0000","62.982000","EEFF1625-7749-4F51-A01D-3A9776B774F1","2008-06-01 00:00:00"
"71783","110710","4","738","202.3320","0.0000","809.328000","6600BD56-0E8E-4708-88AD-8B81CDDE0C66","2008-06-01 00:00:00"
"71783","110711","6","939","37.2540","0.0000","223.524000","49FF2935-0B3D-4BED-91D0-454C71A2CBBE","2008-06-01 00:00:00"
"71783","110712","3","793","1466.0100","0.0000","4398.030000","A13C9FA5-A227-4D2E-B1B9-4982187EDC65","2008-06-01 00:00:00"
"71783","110713","4","977","323.9940","0.0000","1295.976000","CF2858D7-F54F-4954-A9F2-87E132352D4E","2008-06-01 00:00:00"
"71783","110714","9","880","32.9940","0.0000","296.946000","BFBD21A7-253A-411A-9FE7-56884370529E","2008-06-01 00:00:00"
"71783","110715","7","859","14.6940","0.0000","102.858000","9CA42575-6BD2-4063-904A-F89DCDBFA00F","2008-06-01 00:00:00"
"71783","110716","25","976","850.4950","0.1000","19136.137500","F9E75552-B9D0-4CFE-AC23-ABBFFA8DA03B","2008-06-01 00:00:00"
"71783","110717","6","714","29.9940","0.0000","179.964000","4003A2A8-7365-4F8B-9FEF-53D14B022E42","2008-06-01 00:00:00"
"71783","110718","8","877","4.7700","0.0000","38.160000","3650C9AC-764F-4A62-BD44-C9C302643C49","2008-06-01 00:00:00"
"71783","110719","1","813","72.1620","0.0000","72.162000","15B9C1AD-C3DE-474D-AC24-BF2062485549","2008-06-01 00:00:00"
"71783","110720","6","881","32.3940","0.0000","194.364000","7F2DC14D-5F9B-4D50-8A47-98EA49A83CE3","2008-06-01 00:00:00"
"71783","110721","6","873","1.3740","0.0000","8.244000","E447CABB-A2CD-4BB0-9927-A6285927BAEC","2008-06-01 00:00:00"
"71783","110722","10","870","2.9940","0.0000","29.940000","93D36328-D201-49C3-981B-0082F93F305A","2008-06-01 00:00:00"
"71783","110723","1","822","356.8980","0.0000","356.898000","710710B5-A4BE-4A71-8965-B5AC0C3F8732","2008-06-01 00:00:00"
"71783","110724","1","799","672.2940","0.0000","672.294000","BD3A6BD9-2D94-4BB2-B033-2CB2B879B666","2008-06-01 00:00:00"
"71783","110725","2","858","14.6940","0.0000","29.388000","17D042F8-7E71-4C98-A9E8-C06C6B046B9F","2008-06-01 00:00:00"
"71783","110726","9","860","14.6940","0.0000","132.246000","69287890-5CF2-48D4-842E-1AF037E8880B","2008-06-01 00:00:00"
"71783","110727","15","864","34.9250","0.0500","497.681250","95523468-78C9-4659-A9E2-408F6139C1BC","2008-06-01 00:00:00"
"71783","110728","3","938","24.2940","0.0000","72.882000","6A7322F6-6E11-45C2-8B9E-004714CD9716","2008-06-01 00:00:00"
"71783","110729","11","883","31.3142","0.0200","337.567076","2BC7D17C-CB36-4ACD-A45E-5F6F0336A15A","2008-06-01 00:00:00"
"71783","110730","6","722","202.3320","0.0000","1213.992000","5E9D4A6A-6848-46C3-A6ED-4F5111B94302","2008-06-01 00:00:00"
"71783","110731","9","884","32.3940","0.0000","291.546000","443C9252-F746-4EC0-B838-2B02BEE947F6","2008-06-01 00:00:00"
"71783","110732","7","998","323.9940","0.0000","2267.958000","DB5FE5AD-EA68-4D7D-9B74-647141AC43B9","2008-06-01 00:00:00"
"71783","110733","5","999","323.9940","0.0000","1619.970000","ABDB8300-FF35-45F5-B4CA-9F627024EE30","2008-06-01 00:00:00"
"71783","110734","4","797","672.2940","0.0000","2689.176000","8F859C8B-6996-4E2D-9F0F-0DD0F8FEA8DB","2008-06-01 00:00:00"
