"CustomerID","AddressID","AddressType","rowguid","ModifiedDate"
"29577","471","Main Office","79195F71-4929-4C90-BE50-D9DFD1767268","2005-09-01 00:00:00"
"29579","1012","Main Office","1D926304-E5CD-401C-B40A-C68C9CA545C8","2006-09-01 00:00:00"
"29580","849","Main Office","2548C6C5-6E73-472A-A5C8-7BC82D223038","2005-07-01 00:00:00"
"29582","848","Main Office","8E96ECCF-87C9-4123-9658-82807BF5CC39","2005-08-01 00:00:00"
"29583","576","Main Office","12FDB97E-8664-4A38-8B9D-E7A5D48D3E6B","2005-11-01 00:00:00"
"29584","1014","Main Office","27F155C4-618E-41E0-B843-6887C0B1FD95","2006-09-01 00:00:00"
"29585","841","Main Office","85C76950-0A27-4B55-8C4D-4673172D5AC1","2005-11-01 00:00:00"
"29587","664","Main Office","BE7DA2A1-7558-4566-84D7-90F67DC24375","2006-07-01 00:00:00"
"29588","890","Main Office","AA005E64-2103-433D-AC7E-886222396936","2005-11-01 00:00:00"
"29590","789","Main Office","B6AA96AC-8470-4683-923C-6D8C00A023DC","2006-08-01 00:00:00"
"29591","584","Main Office","20668D7D-B2DA-43DD-83DB-4F02A269924B","2007-07-01 00:00:00"
"29593","585","Main Office","0B887414-135A-43F6-94DC-60A220362C6D","2006-08-01 00:00:00"
"29596","458","Main Office","F304C494-8B65-41A7-A144-853FF6DCF91C","2005-07-01 00:00:00"
"29598","1000","Main Office","36D419A6-97C3-4CF3-96EF-8C8951FAF7D3","2006-08-01 00:00:00"
"29599","877","Main Office","DB83BCB8-214F-4B20-92C8-75D4B982A134","2006-07-01 00:00:00"
"29600","797","Main Office","979ABDF5-114C-4324-9B43-0E9F090A6174","2006-09-01 00:00:00"
"29601","516","Main Office","A35638E6-0F87-47C0-9C72-1B65CADFAF59","2006-08-01 00:00:00"
"29603","518","Main Office","04A7A4FF-6708-4C08-A502-4DAEAA666D55","2007-09-01 00:00:00"
"29605","1060","Main Office","A0DF5593-0A1D-4670-AF3E-FFF343EC50B3","2006-07-01 00:00:00"
"29606","871","Main Office","3F467555-2C79-4CB8-906F-C45DAEB8D9A6","2005-07-01 00:00:00"
"29608","488","Main Office","79B712ED-91C6-418C-91CB-8AF9169546E8","2007-08-01 00:00:00"
"29611","862","Main Office","EA3C1ACA-7D46-4842-8A52-4A5E04DE9E13","2005-11-01 00:00:00"
"29612","649","Main Office","56DC2277-C288-484C-AFB3-52624182ABA6","2007-09-01 00:00:00"
"29614","529","Main Office","5A69E600-61EC-49FC-8CF9-40FCAABBB48C","2005-07-01 00:00:00"
"29615","663","Main Office","C456F6E1-9405-4707-A039-D355ACBD0FAC","2007-08-01 00:00:00"
"29616","608","Main Office","6511AD85-E361-4A97-98E5-F9E49E04CE0B","2006-08-01 00:00:00"
"29617","880","Main Office","D159DB17-53D1-42E0-91D8-F926AB6413E6","2005-08-01 00:00:00"
"29618","658","Main Office","8EE07B7F-D561-45A5-9D78-EF7D9223B535","2006-08-01 00:00:00"
"29620","503","Main Office","C7A8A997-0817-42D2-A150-5785F7A4E47F","2005-08-01 00:00:00"
"29622","863","Main Office","347CA34C-5205-464E-83F7-BEB956DFDF7D","2005-09-01 00:00:00"
"29623","1033","Main Office","5BB7CC4F-58E9-447A-8012-E36AB7AE7F67","2007-07-01 00:00:00"
"29625","491","Main Office","72BC757F-5890-414A-948F-EF5C3EE0F5EC","2007-09-01 00:00:00"
"29627","447","Main Office","E25D9B43-EDEC-4E35-AA93-B12417EF7A61","2006-08-01 00:00:00"
"29629","469","Main Office","9CD7B713-3133-4816-8375-3458AA5DF285","2007-09-01 00:00:00"
"29631","1003","Main Office","8C52E68F-6799-48B5-99D9-857FE08275FB","2007-07-01 00:00:00"
"29632","843","Main Office","6897A92D-B5F7-467C-8D61-F89E28D0D908","2005-09-01 00:00:00"
"29635","634","Main Office","194A6DF5-F0E4-484D-9113-A9FCE5961104","2006-09-01 00:00:00"
"29636","1105","Main Office","A15F4F5F-A90F-4908-B8A7-9D126BE5DA1E","2006-07-01 00:00:00"
"29637","559","Main Office","991E29FA-E7C2-487A-BDD8-33CA4A36F61B","2005-09-01 00:00:00"
"29638","989","Main Office","3DB4D2FF-611F-416C-A6E4-41292B13E04B","2007-09-01 00:00:00"
"29639","470","Main Office","70C47450-562C-43BC-8596-ABFFDDE831FE","2005-09-01 00:00:00"
"29641","1088","Main Office","ACA58BAB-7BA5-4CB5-888D-8D9204653CEB","2007-07-01 00:00:00"
